sentences1,sentences2,is_similar
"Cũng trong ngày thứ ba , Hoa_Kỳ cũng thả thêm nhiều tù_nhân chiến_tranh Iraq và các quan_chức tuyên_bố rằng tất_cả sẽ sớm được cho đi . ","Trong khi đó ở miền nam Iraq , Hoa_Kỳ đã thả thêm nhiều tù_nhân chiến_tranh Iraq và các quan_chức tuyên_bố rằng tất_cả sẽ được thả ra sớm . ",1
"Quyết_định này được đưa ra một năm sau khi Whipple chấm_dứt sự giám_sát của liên_bang về cân_bằng chủng_tộc , cơ_sở vật_chất , ngân_sách và xe_buýt . ","Quyết_định này được đưa ra một năm sau khi Whipple chấm_dứt sự giám_sát của liên_bang về xe_buýt trường_học cũng như sự cân_bằng chủng_tộc , cơ_sở vật_chất và ngân_sách của vùng ",1
"các danh_sách kết_quả đã dẫn đến kênh CBS đặc_biệt , 100 năm của Viện Phim Mỹ . . 100 anh_hùng và nhân_vật phản_diện , được Arnold_Schwarzenegger tổ_chức ","Một ưu_đãi đặc_biệt trong thời_gian cao_điểm trên danh_sách , "" 100 năm của viện phim Mỹ . . 100 anh_hùng và nhân_vật phản_diện "" được phát_sóng vào thứ_ba trên kênh CBS . ",0
Cảnh_sát cảnh_báo người dân vào thứ_Sáu không được đi du_lịch một_mình và tránh các cửa_hàng tiện_lợi và trạm dịch_vụ vào ban_đêm . ,Cảnh_sát khuyên người dân thứ sáu không nên đi một_mình đến các cửa_hàng tiện_lợi và nên cảnh_giác . ,0
"Chúng_tôi không có liên_quan đến quyết_định nhân_sự nội_bộ của @Stake , phát_ngôn_viên của Microsoft_Sean_Sundwell nói . ","Microsoft hoàn_toàn không có liên_quan đến quyết_định nhân_sự nội_bộ của AtStake , Sundwall nói . ",1
"Các công_tố_viên cho_biết không có nghi_vấn nào rằng Waagner đứng sau các bức thư , được gửi cùng lúc với các vụ tấn_công bệnh_than . ","Các công_tố_viên cho_biết không có nghi_vấn nào rằng Waagner đứng sau các bức thư , được gửi cùng lúc với các cuộc tấn_công bệnh_than thật giết người vào năm 2001 . ",1
"Kế_hoạch của ông sẽ tiêu tốn hơn 200 tỷ đô_la hàng năm , khoản tiền Gephardt sẽ trả bằng cách bãi_bỏ việc cắt_giảm thuế của Bush . ",Kế_hoạch của ông sẽ tiêu tốn hơn 200 tỷ đô_la hàng năm và được chi_trả bằng cách bãi_bỏ việc cắt_giảm thuế của Bush . ,1
Đã có những lo_ngại rằng phụ_nữ 35 tuổi sẽ không_thể thụ_thai sau khi trải_qua hai lần mang_thai ngoài tử_cung và ung_thư tử_cung . ,Đã có những lo_ngại rằng Heather sẽ không bao_giờ có con sau khi trải_qua hai lần mang_thai ngoài tử_cung và ung_thư tử_cung . ,1
"Vào thứ_Sáu , Cục Quản_lý Thực_phẩm và Dược_phẩm đã phê_duyệt việc sử_dụng cấy ghép ngực silicon với các điều_kiện . ",Thuốc đã được phê_duyệt để sử_dụng vào thứ_Sáu bởi Cục Quản_lý Thực_phẩm và Dược_phẩm . ,0
"Các công_tố_viên cho_biết Paracha , nếu bị kết_án , có_thể phải đối_mặt với ít_nhất 17 năm tù . ",Paracha đối_mặt với ít_nhất 17 năm tù nếu bị kết_án . ,1
"Hơn một nửa số bài hát đã được mua dưới dạng album , Apple cho_biết . ",Apple lưu_ý rằng một nửa số bài hát đã được mua như một phần của album . ,1
"ECB đã cắt_giảm lãi_suất sáu lần trong khoảng thời_gian đó , từ 4 , 75 % vào tháng 10 năm 2000 xuống còn 2 , 5 % . ","ECB đã cắt_giảm lãi_suất từ ​4 , 75 % trong tháng 10 năm 2000 xuống 2 , 5 % trong giai_đoạn đó . ",0
"Thoả_thuận này có ý_nghĩa đối_với cả hai công_ty , Halla nói trong một tuyên_bố được chuẩn_bị . ","Brian_Halla , CEO của NatSemi , tuyên_bố thoả_thuận này có ý_nghĩa đối_với cả hai công_ty . ",1
"Roger_Vanderpool , Cảnh_sát_trưởng hạt Pinal , cho_biết rằng những kẻ buôn_lậu trong một chiếc xe_tải đã đuổi theo một chiếc xe bán tải và SUV chở những kẻ buôn_lậu và người nhập_cư bất_hợp_pháp khác . ","Cảnh_sát_trưởng hạt Pinal - Roger_Vanderpool cho_biết , những người trong một chiếc xe_tải đã nổ_súng vào một chiếc xe bán tải và chiếc SUV được cho là đang vận_chuyển người nhập_cư bất_hợp_pháp . ",1
"Tyco sau đó nói rằng khoản vay đã không được miễn nợ và Swartz đã trả lại đầy_đủ với lãi_suất , theo luật_sư của ông , Charles_Stillman . ","Tyco đã nói rằng khoản vay không được miễn , nhưng Swartz trả nợ đầy_đủ với lãi_suất , theo luật_sư của ông , Charles_Stillman . ",1
"Trong phiên giao_dịch buổi chiều , chỉ_số tổng_hợp Nasdaq tăng 8 , 34 , tương_đương 0 , 5 % , lên 1.790 , 47 . ","Chỉ_số tổng_hợp Nasdaq . IXIC giảm 8 , 59 điểm , tương_đương 0 , 48 % , xuống còn 1.773 , 54 . ",0
"Trong khi Bolton rõ_ràng bị ngã và bất_động , Selenski đã sử_dụng nệm để leo lên hàng_rào dây_thép dài 10 feet , Fischi nói . ","Sau khi các tù_nhân khác ngã xuống , Selenski đã sử_dụng tấm nệm để leo lên hàng_rào dây_thép_gai dài 10 feet , Fischi nói . ",1
"Đồng một đô_la Loonie , trong khi đó , tiếp_tục trượt trong đầu giao_dịch thứ_Sáu . ","Đồng một đô_la Loonie , trong khi đó , đã tăng trở_lại vào đầu thứ năm . ",0
"Cô Haque , trong khi đó , đang ở trên chiếc điện_thoại_di_động màu ngọc lam của mình với những khuôn_mặt cười đang tổ_chức vũ_hội . ","Fatima , trong khi đó , trên chiếc điện_thoại_di_động màu ngọc lam của mình tổ_chức vũ_hội . ",1
"Nhưng ông nói thêm rằng nam_diễn_viên và nhà sản_xuất gốc New_York là "" một người khép_kín và không quan_tâm đến tiết_lộ việc điều_trị cho công_chúng biết "" ","Nhưng ông nói thêm rằng De_Niro là "" một người khép_kín và không quan_tâm đến việc tiết_lộ điều_trị cho công_chúng biết . "" ",1
"Mặc_dù nguồn cung_cấp aspirin trong một tháng có_thể có_giá dưới 10 đô_la , nhưng lượng ticlopidine tương_đương có_thể vượt hơn 100 đô_la . ","Mặc_dù nguồn cung_cấp aspirin trong một tháng có_thể có_giá dưới 10 đô_la , nhưng lượng ticlopidine tương_đương có_thể vượt hơn 100 đô_la . ",1
Cô ước_tính sẽ mất ba tháng và sẽ yêu_cầu huỷ cuộc kiểm_toán phụ của Cục Chất_lượng Môi_trường . ,Bà cho_biết sẽ mất khoảng ba tháng để tiến_hành và yêu_cầu huỷ_bỏ cuộc kiểm_toán phụ của Cục Chất_lượng Môi_trường . ,1
"Khi công_bố thông_tin , đa_phần lãnh_đạo đều nói rằng mục_đích chuyển_nhượng là để "" tiện quản_lý cổ_phiếu "" . ","Khi công_bố thông_tin , đa_phần lãnh_đạo đều cho_biết lý_do chuyển_nhượng là để "" tiện quản_lý cổ_phiếu "" . ",1
"Trao_đổi với VnExpress , một lãnh_đạo tại_Thế_giới Di_động còn phát_biểu lý_do "" không muốn hiện_diện trên thị_trường "" nên cổ_phiếu phải được chuyển sang công_ty riêng . ","Trao_đổi với VnExpress , một lãnh_đạo tại_Thế_giới Di_động còn nêu lý_do "" không muốn hiện_diện trên thị_trường "" nên phải chuyển cổ_phiếu sang công_ty riêng . ",1
Vị này cũng khẳng_định doanh_nghiệp riêng chỉ đóng vai_trò cổ_đông còn hoạt_động kinh_doanh của Thế_giới Di_động thì không có liên quan. ,"Vị này cũng nhấn_mạnh doanh_nghiệp riêng chỉ đóng vai_trò cổ_đông , chứ không liên_quan đến hoạt_động kinh_doanh của Thế_giới Di_động . ",1
"Giới phân_tích nhận_định rằng tất_cả lý_do đưa ra ở trên chỉ là phụ , chuyển cổ_phần cá_nhân sang công_ty riêng có_thể mang lại nhiều lợi_ích hơn , ví_dụ như giảm số thuế phải nộp . ","Giới phân_tích cho rằng những lý_do nêu trên chỉ là phụ , đưa cổ_phần cá_nhân sang công_ty riêng có_thể mang lại nhiều lợi_ích hơn thế , chẳng_hạn như giảm số thuế phải nộp . ",1
"Theo quy_định , cổ_tức trả bằng tiền_mặt bắt_buộc phải chịu thuế_thu_nhập cá_nhân 5% . ","Theo quy_định , cổ_tức trả bằng tiền_mặt sẽ phải chịu thuế_thu_nhập cá_nhân 5% . ",1
Đây có_thể là số tiền rất lớn đối_với các cổ_đông có sở_hữu_cá_nhân vài triệu cổ_phiếu . ,Đây có_thể là số tiền không nhỏ đối_với các cổ_đông có sở_hữu_cá_nhân vài triệu cổ_phiếu . ,1
"Ngược lại , nếu cổ_đông là tổ_chức , khoản tiền này không bị tính thuế_thu_nhập doanh_nghiệp . ","Trái_lại , nếu cổ_đông là tổ_chức , thuế_thu_nhập doanh_nghiệp cho khoản tiền này sẽ không bị tính. ",1
"Theo nguyên_tắc , khoản cổ_tức này sẽ được hạch_toán vào phần doanh_thu hoạt_động tài_chính tại công_ty quản_lý cổ_phiếu và không thuộc đối_tượng chịu thuế_thu_nhập doanh_nghiệp . ","Theo nguyên_tắc , khoản cổ_tức này sẽ được hạch_toán vào phần doanh_thu hoạt_động tài_chính tại công_ty quản_lý cổ_phiếu và không nằm trong các đối_tượng chịu thuế_thu_nhập doanh_nghiệp . ",1
"Một chuyên_gia tư_vấn tài_chính có thâm_niên ở TP HCM cho_biết chuyển_nhượng cổ_phiếu sang công_ty riêng là biện_pháp mà không ít lãnh_đạo công_ty áp_dụng , đa_số ở những đơn_vị tư_nhân hoặc mô_hình gia_đình với tỷ_lệ sở_hữu_cá_nhân cao . ","Một chuyên_gia tư_vấn tài_chính có thâm_niên ở TP HCM tiết_lộ chuyển_nhượng cổ_phiếu sang công_ty riêng là biện_pháp mà rất nhiều lãnh_đạo công_ty áp_dụng , chủ_yếu ở những đơn_vị tư_nhân hoặc mô_hình gia_đình với tỷ_lệ sở_hữu_cá_nhân cao . ",1
"Tuy_vậy , do cả hai đơn_vị đều có chung một chủ_tịch , khoản chi này vẫn có khả_năng được chuyển thành chi_phí của công_ty TNHH trong khi lợi_ích tại doanh_nghiệp niêm_yết không thay_đổi . ","Tuy_vậy , khoản chi này vẫn có khả_năng được chuyển thành chi_phí của công_ty TNHH trong khi lợi_ích tại doanh_nghiệp niêm_yết không thay_đổi do cả hai đơn_vị đều có chung một chủ_tịch . ",1
Thông_thường các công_ty quản_lý tài_sản này là dạng TNHH nên không thuộc diện phải công_bố thông_tin . ,Thông_thường các công_ty quản_lý tài_sản này thuộc dạng TNHH vì thế không thuộc đối_tượng phải công_bố thông_tin . ,1
"Do vậy , kết_quả kinh_doanh lỗ_lãi ra_sao chỉ người trong cuộc mới biết . ","Do đó , kết_quả kinh_doanh lỗ_lãi chỉ có người trong cuộc mới biết . ",1
Dĩ_nhiên công_ty cá_nhân quản_lý tài_sản chứng_khoán sau đó cũng được hưởng lợi . ,Tất_nhiên công_ty cá_nhân quản_lý tài_sản chứng_khoán cũng sẽ được hưởng lợi . ,1
"Đồng_thời , trong một_số trường_hợp khó_khăn , xuất_hiện thông_tin bất_lợi cho doanh_nghiệp chính hoặc cá_nhân lãnh_đạo thì công_ty đại_diện vẫn có_thể chịu thay . ","Đồng_thời , trong một_số trường_hợp hy_hữu , xuất_hiện thông_tin bất_lợi cho doanh_nghiệp chính hoặc cá_nhân lãnh_đạo thì có thể lấy công_ty đại_diện này chịu thay . ",1
Một lý_do nữa cũng được các chuyên_gia đề_cập đến là trị_giá lợi_nhuận công_ty quản_lý tài_sản có_thể tạo ra nếu được cổ_phần hóa . ,Các chuyên_gia cũng nhắc đến trị_giá lợi_nhuận công_ty quản_lý tài_sản có_thể tạo ra nếu được cổ_phần hóa . ,1
"Biện_pháp đó làm cho công_ty dễ_dàng tăng vốn và mở_rộng kinh_doanh , lợi_nhuận thu về sẽ tăng lên gấp nhiều lần so với trị_giá cổ_phiếu khi chỉ đứng_tên cá_nhân . ","Biện_pháp này giúp công_ty dễ_dàng tăng vốn và mở_rộng kinh_doanh , lợi_nhuận thu về sẽ lớn hơn gấp nhiều lần so với trị_giá cổ_phiếu khi chỉ đứng_tên cá_nhân . ",1
"Về mặt nguyên_tắc , chuyên_gia này nhận_định những lãnh_đạo trên đều thực_hiện đúng mọi điều_lệ của luật doanh_nghiệp và thuế nên khó có_thể coi là vi_phạm . ",Chuyên_gia này cho rằng một_số lãnh_đạo đều thực_hiện đúng mọi điều_lệ của luật doanh_nghiệp và thuế nên khó có_thể xử_lý đó là vi_phạm . ,1
"Tuy_vậy , đây có_thể xem là kẽ hở trong công_tác quản_lý khiến nhiều lãnh_đạo công_ty tránh khoản thuế còn doanh_nghiệp niêm_yết đỡ được phần_nào chi_phí . ","Tuy_vậy , đây chính là là điểm yếu trong công_tác quản_lý khiến nhiều lãnh_đạo công_ty tránh khoản thuế còn doanh_nghiệp niêm_yết đỡ được phần_nào chi_phí . ",1
"Tuy_nhiên , những khoản chi đa_phần khó có_thể lớn , chẳng_hạn chỉ phù_hợp với chi_phí tiếp khách của công_ty niêm_yết . ","Tuy_nhiên , những khoản chi đa_phần thường khá nhỏ , ví_dụ khả_năng chỉ phù_hợp với chi_phí tiếp khách của công_ty niêm_yết . ",1
"Còn "" đối_với tài_sản , hàng hóa có giá_trị lớn , các đơn_vị thuế vẫn có những nguyên_tắc rất nghiêm_ngặt để quản_lý . ","Còn "" đối_với tài_sản , hàng hóa có giá_trị đáng_kể , các đơn_vị thuế luôn có những nguyên_tắc rất chặt_chẽ để quản_lý . ",1
Chẳng_hạn công_ty chỉ có vài nhân_viên thì khó có_thể được sử_dụng các khoản chi mua nhiều ôtô giá_trị chục tỷ đồng . ,Chẳng_hạn công_ty chỉ có vài nhân_viên thì không_thể được chấp_nhận các khoản chi mua nhiều ôtô giá_trị chục tỷ đồng . ,1
Không có chuyện Nhật dừng dự_án ODA với VN . ,Nhật sẽ không dừng dự_án ODA với VN . ,1
Bộ KH - ĐT bác_bỏ thông_tin Nhật_Bản sẽ ngừng ODA do nghi_án hối_lộ liên_quan dự_án đường_sắt đô_thị ở Hà_Nội . ,Bộ KH - ĐT phủ_nhận thông_tin Nhật_Bản sẽ tạm hoãn ODA do nghi_án hối_lộ liên_quan dự_án đường_sắt đô_thị ở Hà_Nội . ,1
"Đối_với các dự_án ODA mới , phía Nhật_Bản sẽ xem_xét trên cơ_sở sự cam_kết thực_hiện điều_tra và xử_lý nghiêm các cá_nhân hoặc tập_thể liên_quan đến nghi_án công_ty Tư_vấn giao_thông Nhật_Bản ( JTC ) đưa hối_lộ ; xây_dựng các biện_pháp phòng_ngừa phát_sinh những vụ_việc tương_tự . ","Theo đó , đối_với các dự_án ODA mới , phía Nhật_Bản sẽ phê_duyệt dựa trên cơ_sở phía Việt_Nam cam_kết thực_hiện điều_tra và xử_lý nghiêm các cá_nhân hoặc tập_thể liên_quan đến nghi_án công_ty Tư_vấn giao_thông Nhật_Bản ( JTC ) đưa hối_lộ ; xây_dựng các biện_pháp phòng_ngừa phát_sinh những vụ_việc tương_tự . ",1
"Với nghi_án hối_lộ của JTC , Chính_phủ và các cơ_quan_chức_năng của phía Việt_Nam đã và đang phối_hợp với phía Nhật_Bản nhằm giải_quyết vụ_việc một_cách tích_cực và theo đúng pháp_luật . ","Liên_quan đến nghi_án hối_lộ của JTC , Chính_phủ và các cơ_quan_chức_năng của phía Việt_Nam đã và đang phối_hợp với phía Nhật_Bản nhằm xử_lý vụ_việc một_cách tích_cực và nghiêm_minh . ",1
"Phía Việt_Nam ngay từ khi có thông_tin chính_thức đã nhanh_chóng điều_tra và tạm giữ các cá_nhân có dấu_hiệu vi_phạm , sai_phạm . ","Phía Việt_Nam đã gấp_rút điều_tra và tạm giữ các cá_nhân có hành_vi vi_phạm , sai_phạm ngay sau khi có thông_tin chính thức. ",1
"Trong nền CNTT Việt_Nam , Tinh_Vân là một trong số không nhiều công_ty có lịch_sử phát_triển trên 20 năm và để lại nhiều dấu_ấn công_nghệ đáng chú_ý cũng như mở đường trong rất nhiều xu_hướng công_nghệ và sản_phẩm CNTT như : công_cụ tìm_kiếm , cổng thông_tin , bảo_mật , giải_pháp thư_viện , giải_pháp nhân_sự . . ","Trong làng CNTT Việt_Nam , Tinh_Vân là một trong số_ít công_ty có lịch_sử phát_triển trên 20 năm và ghi nhiều dấu_ấn công_nghệ đậm_nét cũng như đi đầu trong rất nhiều xu_hướng công_nghệ và sản_phẩm CNTT như : công_cụ tìm_kiếm , cổng thông_tin , bảo_mật , giải_pháp thư_viện , giải_pháp nhân_sự . . ",1
"Nhắc đến Tinh_Vân, ông Nguyễn_Thành_Nam , nguyên_Tổng_giám_đốc FPT đã nhận_định rằng : Đây là một công_ty công_nghệ có cá_tính rõ nhất ở Việt_Nam . ","Nhận_xét về Tinh_Vân , ông Nguyễn_Thành_Nam , nguyên_Tổng_giám_đốc FPT đã cho rằng : Tinh_Vân là một công_ty tin_học có cá_tính bậc nhất ở Việt_Nam . ",1
"Dù thời_cuộc thay_đổi , dù các đối_thủ xâm_chiếm sang các thị_trường đa_ngành_nghề khác , Tinh_Vân vẫn trung_thành với lĩnh_vực cốt_lõi của mình là công_nghệ thông_tin , viễn_thông và cần_cù tạo ra vô_số các sản_phẩm dịch_vụ có_ích cho xã_hội . ","Mặc cho thời_cuộc thay_đổi , mặc cho các đối_thủ xâm_lấn sang các thị_trường đa_ngành_nghề khác , Tinh_Vân vẫn thủy chung với lĩnh_vực cốt_lõi của mình là công_nghệ thông_tin , viễn_thông và cần_mẫn tạo ra vô_số các sản_phẩm dịch_vụ có_ích cho xã_hội . ",1
Không mấy công_ty vẫn giữ được sinh_khí và lòng nhiệt_huyết đó sau những thay_đổi của chặng đường dài . ,Sinh_khí và nhiệt_huyết đó không mấy công_ty vẫn giữ được sau những biến_chuyển của chặng đường dài . ,1
"Nhân kỷ_niệm 20 năm thành_lập Tinh_Vân diễn_ra_vào tháng 7, chúng_ta sẽ điểm qua những dấu_ấn mang tính mở_đường của công_ty này . ","Tháng 7 này , nhân kỷ_niệm 20 năm thành_lập Tinh_Vân ,Có những dấu_ấn mang tính mở_đường của công_ty được_thể_hiện sau đây . ",1
công_cụ Vinaseek chính là dấu_ấn mở đường đầu_tiên của Tinh_Vân phải trong lĩnh_vực tìm_kiếm . ,Dấu_ấn mở đường đầu_tiên của Tinh_Vân phải kể đến là trong lĩnh_vực tìm_kiếm với công_cụ Vinaseek . ,1
"Trước khi Google chiếm_lĩnh thị_trường tìm_kiếm Việt_Nam , một công_cụ tìm_kiếm tiếng Việt mạnh nhất với số_lượng người sử_dụng kỷ_lục là Vinaseek của Tinh_Vân . ","Trước khi Google bành_trướng ở thị_trường tìm_kiếm Việt_Nam , thì Vinaseek của Tinh_Vân được coi như một công_cụ tìm_kiếm tiếng Việt mạnh nhất với số_lượng người sử_dụng kỷ_lục . ",1
"Hồi đó , các bảng mã tiếng Việt chưa thống_nhất , có tới 20 bảng mã khác nhau cùng tồn_tại , và các search engine của Altavista hay Yahoo không hỗ_trợ mã tiếng Việt . ","Hồi đó , Tiếng Việt có tói 20 bảng mã khác nhau , và các search engine của Altavista hay Yahoo không hỗ_trợ mã tiếng Việt . ",1
Vinaseek đã giải_quyết triệt_để những điểm yếu đó . ,Những điểm yếu đó đã được Vinaseek giải_quyết triệt_để . ,1
"Sau một năm hoạt_động Vinaseek đã sở_hữu cơ_sở_dữ_liệu với 6 triệu trang web tiếng Việt , hàng ngày xử_lý hàng trăm ngàn yêu_cầu tìm_kiếm và trở_thành ô tìm_kiếm mặc_định của hàng trăm trang web có uy_tín ở Việt_Nam . ","Sau một năm hoạt_động Vinaseek đã tạo được cơ_sở_dữ_liệu chỉ mục với 6 triệu trang web tiếng Việt , mỗi ngày xử_lý hàng trăm ngàn yêu_cầu tìm_kiếm và trở_thành ô tìm_kiếm mặc_định của hàng trăm trang web có uy_tín ở Việt_Nam . ",1
"Sau này , khi tất_cả các website ở Việt_Nam thống_nhất sử_dụng cùng một bảng mã thì Vinaseek được Tinh_Vân chuyển hướng đầu_tư và phát_triển thành Cổng thông_tin Xalo.vn . ","Sau này , khi Google bắt_đầu hỗ_trợ tìm_kiếm tiếng Việt với bảng mã Unicode , đồng_thời tất_cả các website ở Việt_Nam thống_nhất sử_dụng chung bảng mã thì Vinaseek được Tinh_Vân đầu_tư và phát_triển thành Cổng thông_tin Xalo.vn với những chiến_lược mới . ",1
"Giai_đoạn trước năm 1997 , khi Việt_Nam chưa chính_thức kết_nối Internet toàn_cầu , dân yêu công_nghệ đã phải dùng tạm những mạng máy_tính qui_mô nhỏ mô_phỏng Internet , sử_dụng công_nghệ TCPP , dial-up và các máy_chủ web , gọi là mạng Intranet . ","Trước năm 1997 , khi Việt_Nam chưa chính_thức kết_nối Internet toàn_cầu , dân_công_nghệ đã phải sử_dụng mạng Intranet với việc sử_dụng công_nghệ TCPP , dial-up và các máy_chủ web . ",1
"Ngày đó , Tinh_Vân đã xây_dựng và phát_triển cả hai mạng Intranet đầu_tiên ở Việt_Nam là mạng ITNet của Ban chỉ_đạo Chương_trình Quốc_gia về CNTT và mạng Netlab . ","Thời đó , Tinh_Vân đã tạo ra cả hai mạng Intranet đầu_tiên ở Việt_Nam đó là mạng ITNet của Ban chỉ_đạo Chương_trình Quốc_gia về CNTT và mạng Netlab . ",1
"Trong đó , Netlab là một trong số forum đầu_tiên ở Việt_Nam mặc_dù vẫn thô_sơ . ","Trong đó , Netlab là một trong những forum đầu_tiên ở Việt_Nam cho_dù khá thô_sơ . ",1
"Những đã lần đầu_tiên trong đời được trải_nghiệm "" chat "" online từ Netlab với cảm_giác rất đặc_biệt , khi mà những người xung_quanh mới chỉ mới biết tới email , hoặc thư_từ truyền_thống . ","Rất nhiều người đã lần đầu_tiên trong đời được trải_nghiệm "" chat "" online từ Netlab với cảm_giác hết_sức đặc_biệt , khi mà những người xung_quanh mới chỉ lõm_bõm biết tới email , hoặc thư_từ truyền_thống . ",1
"Với nhiệt_huyết của mình, Tinh_Vân vẫn luôn tìm_tòi khám_phá và luôn làm mới mình . ","Không dừng tại đó , Tinh_Vân dường_như luôn tìm_tòi khám_phá và tự làm mới mình . ",1
"Và một năm sau , khi công_nghệ xây_dựng website còn là điều còn rất mới_mẻ với nhiều người Việt_Nam , khi mà những website được lập_trình từ một trang HTML tĩnh cùng một loạt những tiện_ích phải tự tay dựng thì Tinh_Vân đã xây_dựng bộ phần_mềm giải_pháp Cổng thông_tin điện_tử TVIS . ","Bởi chỉ một năm sau , khi công_nghệ xây_dựng website còn là điều vô_cùng mới_mẻ với nhiều người Việt_Nam , khi mà người lập_trình phải dựng website từ một trang HTML tĩnh cùng một loạt những tiện_ích phải tự tay dựng thì Tinh_Vân đã phát_triển bộ phần_mềm giải_pháp Cổng thông_tin điện_tử TVIS . ",1
"Anh Hoàng_Tô , những dòng code đầu_tiên cho TVIS đã được chủ_tịch HĐQT của Tinh_Vân viết. ","Anh Hoàng_Tô , chủ_tịch HĐQT của Tinh_Vân chính là người đã viết những dòng code đầu_tiên cho TVIS . ",1
"Qua nhiều năm phát triển, TVIS trở_thành giải_pháp cổng thông_tin đứng đầu của Việt_Nam và chiếm thị_phần lớn nhất ở mảng này . ","Trải_qua nhiều lần phát_triển bởi những cao_thủ khác của Tinh_Vân , TVIS trở_thành giải_pháp cổng thông_tin số_một của Việt_Nam và chiếm thị_phần lớn nhất ở mảng này . ",1
"Hiện_nay , TVIS đã được triển_khai rộng_rãi cho rất nhiều các bộ ngành , cơ_quan Chính_Phủ , như : Bộ Ngoại_Giao , Cổng thông_tin Chính_phủ ( chinhphu.vn ) , cổng Quốc_hội , cổng của các Bộ ngành và nhiều tỉnh thành lớn . ","Tính đến nay , TVIS đã được triển_khai rộng_rãi cho hàng_loạt các bộ ngành , cơ_quan Chính_Phủ , như : Bộ Ngoại_Giao , Cổng thông_tin Chính_phủ ( chinhphu.vn ) , cổng Quốc_hội , cổng của các Bộ ngành và nhiều tỉnh thành lớn . ",1
"Có_thể thấy , TVIS xuất_hiện phản_ánh đúng nhu_cầu của thị_trường và một lần nữa Tinh_Vân lại chứng_tỏ khả_năng đón trước được nhu_cầu của người sử_dụng và xu_hướng công_nghệ của tương_lai . ","Có_thể nói rằng , TVIS phản_ánh một_cách chính_xác nhu_cầu của thị_trường và một lần nữa Tinh_Vân lại chứng_tỏ khả_năng đáp_ứng trước được nhu_cầu của người sử_dụng và xu_hướng công_nghệ của tương_lai . ",1
Tinh_Vân luôn đi tiên_phong các giải_pháp phần_mềm chuyên_nghiệp . ,Tiên_phong các giải_pháp phần_mềm chuyên_nghiệp chính là Tinh_Vân . ,1
"Trong khi việc tạo ra một "" đứa con "" giải_pháp chuyên_nghiệp với nhiều doanh_nghiệp CNTT Việt_Nam khác là một điều không hề đơn_giản , thì Tinh_Vân lại là đơn_vị đi đầu và sở_hữu rất nhiều các giải_pháp phần_mềm nghiệp_vụ số_một Việt_Nam . ","Trong khi với nhiều doanh_nghiệp CNTT Việt_Nam khác , việc tạo ra một "" đứa con "" giải_pháp chuyên_nghiệp là điều gì đó khá khó_khăn , thì Tinh_Vân lại là đơn_vị đi tiên_phong và sở_hữu khá nhiều các giải_pháp phần_mềm nghiệp_vụ số_một Việt_Nam . ",1
Điển_hình trong số đó phải kể tới giải_pháp Thư_viện điện_tử - Thư_viện số Libol . ,Một trong số đó phải nhắc tới giải_pháp Thư_viện điện_tử - Thư_viện số Libol . ,1
"Trước năm 1998 , phần_mềm thư_viện phổ_biến và duy_nhất tại Việt_Nam là CDSSIS ( một sản_phẩm miễn_phí của Unesco ) , với hai phiên_bản chạy trên hệ_điều_hành DOS và Windows , dành cho thủ_thư là chính . ","Trước năm 1998 , phần_mềm thư_viện độc_nhất tại Việt_Nam là CDSSIS ( một sản_phẩm miễn_phí của Unesco ) được chạy trên hệ_điều_hành DOS và Windows , dành cho thủ_thư là chính . ",1
"Tại thời_điểm đó , Libol đã giúp Tinh_Vân đưa ra một tầm_nhìn hoàn_toàn mới với thời_điểm đó . ","Khi đó , Libol của Tinh_Vân đã đưa ra một tầm_nhìn hoàn_toàn mới với thời_điểm đó . ",1
Tại thời_điểm đó giới thư_viện Việt_Nam chưa nghĩ tới điều đó. ,Đây là điều mà giới thư_viện Việt_Nam khi đó chưa nghĩ tới . ,1
"Độ phổ_biến của Libol đối_với ngành thư_viện lớn đến_nỗi , giai_đoạn những năm 2000 , phố Lý_Thường_Kiệt , Hà_Nội còn được gọi với tên là « phố Libol » vì trên con đường này có tới 6 cơ_quan cùng sử_dụng Libol . ","Độ phổ_biến của Libol đối_với ngành thư_viện lớn đến_nỗi , giai_đoạn những năm 2000 , phố Lý_Thường_Kiệt , Hà_Nội còn được gọi đùa là « phố Libol » vì trên con đường này có tới 6 cơ_quan cùng sử_dụng giải_pháp thư_viện điện_tử của Tinh_Vân . ",1
"Hiện Libol vẫn đang chiếm trên 60% thị_phần phần_mềm thư_viện trong cả nước , mang lại doanh_thu lên đến hàng chục tỷ mỗi năm cho Tinh_Vân . ","Hiện Libol vẫn đang chiếm trên 60% thị_phần phần_mềm thư_viện trong cả nước , đem lại doanh_thu hàng chục tỷ mỗi năm cho Tinh_Vân . ",1
Một lĩnh_vực giải_pháp tiềm_năng khác là HiStaff cũng được Tinh_Vân giữ vai_trò người mở đường . ,Một lĩnh_vực giải_pháp tiềm_năng khác mà Tinh_Vân cũng giữ vai_trò người mở đường phải kể tới là giải_pháp quản_lý nguồn nhân_lực HiStaff . ,1
Ban_đầu HiStaff_Unilever Việt_Nam đặt_hàng . ,Ban_đầu HiStaff được cung_cấp theo đơn đặt_hàng của doanh_nghiệp lớn là Unilever_Việt_Nam . ,1
